parlamentar_id,ano,orgao_titulo,funcao_titulo,total_empenhado,total_liquidado,total_pago,qtd_lancamentos
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA ADMINISTRAÇÃO E PREVIDÊNCIA,PREVIDÊNCIA SOCIAL,2179307727.22,2057262765.17,2052721435.44,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA ADMINISTRAÇÃO E PREVIDÊNCIA,SANEAMENTO,120776582.88,120489319.01,110460678.61,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA ADMINISTRAÇÃO E PREVIDÊNCIA,SAÚDE,341572508.28,328705740.37,326956515.67,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA AGRICULTURA FAMILIAR,AGRICULTURA,117861519.43,85466488.6,77839039.05,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA AGRICULTURA FAMILIAR,ORGANIZAÇÃO AGRÁRIA,21221983.43,19315395.28,18776252.96,
PI-EXEC-GOVERNADOR,2026,"SECRETARIA DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS",ASSISTÊNCIA SOCIAL,142008045.63,122196412.83,116784498.39,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA ASSISTENCIA TECNICA E DEFESA AGROPECUARIA,AGRICULTURA,91894348.67,84443744.52,73745212.54,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA CULTURA,CULTURA,139931192.58,137036962.15,132994013.79,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA EDUCAÇÃO,ADMINISTRAÇÃO,5430562.52,3820731.37,3497017.14,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA EDUCAÇÃO,EDUCAÇÃO,3250533842.67,3077876565.01,2787418527.79,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA FAZENDA,ADMINISTRAÇÃO,377953350.72,321557724.9,291142967.27,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA FAZENDA,COMÉRCIO E SERVIÇOS,8878184.71,8075362.89,8075362.89,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA INFRAESTRUTURA,URBANISMO,523512078.15,502060960.74,492076920.35,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA IRRIGACAO E INFRAESTRUTURA HIDRICA,AGRICULTURA,155464380.22,147795205.55,144128009.02,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA JUSTIÇA,SEGURANÇA PÚBLICA,331058983.3,313124672.22,282135195.1,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA SAÚDE,SAÚDE,2874949933.85,2532102405.05,2466984764.92,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DAS CIDADES,HABITAÇÃO,30632561.76,30443750.19,29147676.55,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DAS CIDADES,SANEAMENTO,56366734.19,43263138.63,37974817.24,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DAS CIDADES,TRANSPORTE,122186940.7,103327182.77,97989120.85,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DAS CIDADES,URBANISMO,149559945.31,139893593.4,139195893.39,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DA SEGURANÇA PÚBLICA,SEGURANÇA PÚBLICA,592138653.09,531083700.27,484899282.28,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DAS MULHERES DO ESTADO DO PIAUI,ASSISTÊNCIA SOCIAL,3547549.52,2821408.27,2187224.59,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DE COMUNICAÇÃO,COMUNICAÇÕES,85119789.95,84424464.24,83769582.34,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DE DEFESA CIVIL,SEGURANÇA PÚBLICA,121692459.3,80868163.38,77670738.56,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DE INTEGRAÇÃO E DESENVOLVIMENTO REGIONAL,ENERGIA,133492131.9,121678302.19,116931220.27,
PI-EXEC-GOVERNADOR,2026,"SECRETARIA DE INTELIGENCIA ARTIFICIAL, ECONOMIA DIGITAL, CIENCIA, TECNOLOGIA E INOVACAO",CIÊNCIA E TECNOLOGIA,15805080.09,14017070.16,13752858.81,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DE RELACOES SOCIAIS DO ESTADO DO PIAUI,ADMINISTRAÇÃO,3504271.63,3386130.49,3086326.11,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DO AGRONEGÓCIO E EMPREENDEDORISMO RURAL,AGRICULTURA,234855821.41,213051853.06,201697866.79,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DO DESENVOLVIMENTO ECONÔMICO,ADMINISTRAÇÃO,22873796.8,15706317.64,15174659.67,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DO DESENVOLVIMENTO ECONÔMICO,CIÊNCIA E TECNOLOGIA,19361593.25,17535993.18,16453800.0,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DO DESENVOLVIMENTO ECONÔMICO,COMÉRCIO E SERVIÇOS,60004542.1,48588953.19,47986357.83,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DO DESENVOLVIMENTO ECONÔMICO,EDUCAÇÃO,14130130.0,14130130.0,14130130.0,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS,GESTÃO AMBIENTAL,48645375.67,31845640.53,30214197.67,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DO PLANEJAMENTO,ADMINISTRAÇÃO,52730122.58,42265783.77,39789205.32,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DO PLANEJAMENTO,ENERGIA,53083.56,53083.56,53083.56,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DO PLANEJAMENTO,TRABALHO,201894.0,183728.0,183728.0,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DOS ESPORTES,DESPORTO E LAZER,61386389.46,54284149.22,53269768.94,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DOS TRANSPORTES,TRANSPORTE,1301586022.8,1266347657.22,1216014183.34,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DO TRABALHO E EMPREGO,ADMINISTRAÇÃO,1527013.75,1172272.31,1172272.31,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DO TRABALHO E EMPREGO,TRABALHO,73955157.96,64574248.52,64089327.2,
PI-EXEC-GOVERNADOR,2026,SECRETARIA DO TURISMO,COMÉRCIO E SERVIÇOS,86985694.01,77679113.74,73226888.4,
PI-EXEC-GOVERNADOR,2026,SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA,DIREITOS DA CIDADANIA,5184718.35,4640347.1,4192524.23,
