parlamentar_id,ano,emenda_numero,status,modalidade,beneficiario_nome,localidade_beneficiada,objetivo_titulo,valor
ALEPI-14,2026,202631050719,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,PARNAÍBA,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",80000.0
ALEPI-14,2026,202631050749,Aprovada,Transferências com finalidade definida,FUNDO ESTADUAL DE SAÚDE - FUNSAUDE,Estado do Piauí,MELHORAR A QUALIDADE EM SAÚDE DO ESTADO DO PIAUÍ EM TODAS AS REGIÕES DE SAÚDE.,900000.0
ALEPI-14,2026,202631050756,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,SÃO PEDRO DO PIAUÍ,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",200000.0
ALEPI-14,2026,202631050795,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,SÃO RAIMUNDO NONATO,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",420000.0
ALEPI-14,2026,202631050866,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,MURICI DOS PORTELA,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,500000.0
ALEPI-14,2026,202631050891,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,TERESINA,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",400000.0
ALEPI-14,2026,202631050892,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,TERESINA,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",100000.0
ALEPI-14,2026,202631050939,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,TERESINA,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",200000.0
ALEPI-14,2026,202631050940,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,CORRENTE,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",100000.0
ALEPI-14,2026,202631050941,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,BOM JESUS,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",50000.0
ALEPI-14,2026,202631050951,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,TERESINA,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",50000.0
ALEPI-14,2026,202631050952,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,PICOS,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",50000.0
ALEPI-14,2026,202631050953,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,FLORIANO,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",50000.0
ALEPI-14,2026,202631050954,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,BOM JESUS,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",50000.0
ALEPI-14,2026,202631050955,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,TERESINA,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",100000.0
ALEPI-14,2026,202631051017,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,TERESINA,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",300000.0
ALEPI-14,2026,202631051028,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,TERESINA,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",62934.0
ALEPI-14,2026,202631051036,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,CORRENTE,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",50000.0
ALEPI-14,2026,202631051056,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,TERESINA,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",300000.0
ALEPI-14,2026,202631051061,Aprovada,Transferências com finalidade definida,FUNDO ESTADUAL DE SAÚDE - FUNSAUDE,TERESINA,MELHORAR A QUALIDADE EM SAÚDE DO ESTADO DO PIAUÍ EM TODAS AS REGIÕES DE SAÚDE.,700000.0
ALEPI-317,2026,202631060404,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,SÃO GONÇALO DO PIAUI,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",200000.0
ALEPI-317,2026,202631060405,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO  DOS ESPORTES - SECEPI,TERESINA - PI E REGIÕES ADJASCENTES,REALIZAÇÃO DE EVENTOS ESPORTIVOS E ESCOLARES NA MAIS DIVERSAS MODALIDADES.,200000.0
ALEPI-317,2026,202631060406,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO  DOS ESPORTES - SECEPI, Altos – PI Local: Parque MF – Localidade Cocais dos Mestres Abrangência: Municipal e Regional (Altos e municípios vizinhos),"GARANTIR A EFICIENTE ATUAÇÃO GOVERNAMENTAL NA ARTICULAÇÃO, PREPARAÇÃO, PROMOÇÃO E REALIZAÇÃO DE EVENTOS ESPORTIVOS DE PEQUENO, MÉDIO E GRANDE PORTE.",200000.0
ALEPI-317,2026,202631060449,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Teresina e Regiões adjacentes,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",500000.0
ALEPI-317,2026,202631060461,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO  DOS ESPORTES - SECEPI,"Oeiras, Beneditinos, Parnaíba e Teresina","GARANTIR A EFICIENTE ATUAÇÃO GOVERNAMENTAL NA ARTICULAÇÃO, PREPARAÇÃO, PROMOÇÃO E REALIZAÇÃO DE EVENTOS ESPORTIVOS DE PEQUENO, MÉDIO E GRANDE PORTE.",400000.0
ALEPI-317,2026,202631060462,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO  DOS ESPORTES - SECEPI,"Flores do Piauí, Cabeceiras do Piauí  e Teresina","GARANTIR A EFICIENTE ATUAÇÃO GOVERNAMENTAL NA ARTICULAÇÃO, PREPARAÇÃO, PROMOÇÃO E REALIZAÇÃO DE EVENTOS ESPORTIVOS DE PEQUENO, MÉDIO E GRANDE PORTE",400000.0
ALEPI-317,2026,202631060463,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO  DOS ESPORTES - SECEPI,"Beneditinos, Alto Longá, José de Freitas e Murici dos Portelas","GARANTIR A EFICIENTE ATUAÇÃO GOVERNAMENTAL NA ARTICULAÇÃO, PREPARAÇÃO, PROMOÇÃO E REALIZAÇÃO DE EVENTOS ESPORTIVOS DE PEQUENO, MÉDIO E GRANDE PORTE.",400000.0
ALEPI-317,2026,202631060480,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO  DOS ESPORTES - SECEPI,Teresina e regiões adjascentes,"GARANTIR A EFICIENTE ATUAÇÃO GOVERNAMENTAL NA ARTICULAÇÃO, PREPARAÇÃO, PROMOÇÃO E REALIZAÇÃO DE EVENTOS ESPORTIVOS DE PEQUENO, MÉDIO E GRANDE PORTE.",200000.0
ALEPI-317,2026,202631060487,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO  DOS ESPORTES - SECEPI,Teresina e regiões adjascentes,"GARANTIR A EFICIENTE ATUAÇÃO GOVERNAMENTAL NA ARTICULAÇÃO, PREPARAÇÃO, PROMOÇÃO E REALIZAÇÃO DE EVENTOS ESPORTIVOS DE PEQUENO, MÉDIO E GRANDE PORTE.",120000.0
ALEPI-317,2026,202631060511,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Cabeceiras do Piauí e regiões  adjacentes,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",150000.0
ALEPI-317,2026,202631060529,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Teresina e regiões adjacentes,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",200000.0
ALEPI-317,2026,202631060531,Aprovada,Transferências com finalidade definida,SECRETARIA DA IRRIGAÇÃO E INFRAESTRUTURA HÍDRICA - SEFIR,Dirceu Arcoverde do Piauí,"FORTALECER E AMPLIAR AS CONDIÇÕES DA POPULAÇÃO NO ENFRENTAMENTO À SECA, MELHORANDO ASSIM A QUALIDADE DE VIDA POR MEIO DO ABASTECIMENTO. ",250000.0
ALEPI-317,2026,202631060532,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,São Gonçalo do Piauí e regiões  ,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",200000.0
ALEPI-317,2026,202631060584,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Flores do Piauí – PI e Regiões ,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",230000.0
ALEPI-317,2026,202631060586,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Flores do Piauí – PI e regiões próximas,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",200000.0
ALEPI-317,2026,202631060611,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO  DOS ESPORTES - SECEPI,Teresina e municípios do estado do Piauí ,REALIZAÇÃO DE EVENTOS ESPORTIVOS E ESCOLARES NA MAIS DIVERSAS MODALIDADES.,200000.0
ALEPI-317,2026,202631060631,Aprovada,Fundo a Fundo (Município),FUNDO ESTADUAL DE SAÚDE - FUNSAUDE,"PALMEIRA DO PIAUÍ NO POVOADO SÃO FRANCISCO, ZONA RURAL DO MUNICÍPIO",MELHORAR A QUALIDADE EM SAÚDE DO ESTADO DO PIAUÍ EM TODAS AS REGIÕES DE SAÚDE.,500000.0
ALEPI-317,2026,202631060632,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Teresina e regiões próximas ,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",150000.0
ALEPI-317,2026,202631060657,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Barro Duro - Pi  e Regiões próximas ,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",200000.0
ALEPI-317,2026,202631060673,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,São Gonçalo do Piauí e regiões,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",50000.0
ALEPI-317,2026,202631060686,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,Caraúbas do Piauí -Pi ,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,150000.0
ALEPI-317,2026,202631060692,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO  DOS ESPORTES - SECEPI,Beneditinos - pi e regiões próximas ,REALIZAÇÃO DE EVENTOS ESPORTIVOS E ESCOLARES NA MAIS DIVERSAS MODALIDADES.,150000.0
ALEPI-317,2026,202631060697,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,Caraúbas do Piauí - Pi,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,100000.0
ALEPI-317,2026,202631060766,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,Oeiras-Pi,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,66000.0
ALEPI-317,2026,202631060767,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,Oeiras-Pi,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,44000.0
ALEPI-317,2026,202631060768,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO  DOS ESPORTES - SECEPI,Campo Maior - pi e regiões próximas,REALIZAÇÃO DE EVENTOS ESPORTIVOS E ESCOLARES NA MAIS DIVERSAS MODALIDADES.,150000.0
ALEPI-317,2026,202631060798,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO  DOS ESPORTES - SECEPI,"Flores do Piauí, Cabeceiras do Piauí e Teresina-pi",REALIZAÇÃO DE EVENTOS ESPORTIVOS E ESCOLARES NA MAIS DIVERSAS MODALIDADES.,300000.0
ALEPI-317,2026,202631060799,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Nazaria - Pi e regiões próximas,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",50000.0
ALEPI-317,2026,202631060820,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Porto-Pi e Regiões próximas ,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",50000.0
ALEPI-317,2026,202631060851,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Porto-Pi e regiões próximas,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",60000.0
ALEPI-317,2026,202631060852,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,palmeirais e regiões próximas  ,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",100000.0
ALEPI-317,2026,202631060886,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Lagoa do Sitio - PI e regiões proximas,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",100000.0
ALEPI-317,2026,202631060890,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Oeiras - Pi regiões próximas,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",200000.0
ALEPI-317,2026,202631060891,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO  DOS ESPORTES - SECEPI,Teresina- pi,REALIZAÇÃO DE EVENTOS ESPORTIVOS E ESCOLARES NA MAIS DIVERSAS MODALIDADES.,78967.0
ALEPI-317,2026,202631060902,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Luis Correia - Pi e Regiões proxima,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",100000.0
ALEPI-317,2026,202631060903,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Teresina - Pi,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",100000.0
ALEPI-317,2026,202631060904,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Teresina-Pi,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",250000.0
ALEPI-317,2026,202631060908,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO  DOS ESPORTES - SECEPI,Teresina - pi,REALIZAÇÃO DE EVENTOS ESPORTIVOS E ESCOLARES NA MAIS DIVERSAS MODALIDADES.,98966.0
ALEPI-317,2026,202631060919,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Barras - Pi e Regiões proximas,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",200000.0
ALEPI-317,2026,202631060935,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Teresina-Pi,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",230000.0
ALEPI-317,2026,202631060950,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Alagoinha do Piauí - Pi e Regiões próximas,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",150000.0
ALEPI-317,2026,202631060993,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Teresina-Pi,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",100000.0
ALEPI-317,2026,202631060996,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Teresina-pi,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",100000.0
ALEPI-317,2026,202631060997,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Teresina-pi,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",50000.0
ALEPI-317,2026,202631061001,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Teresina-pi,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",100000.0
ALEPI-317,2026,202631061002,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Teresina-pi,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",50000.0
ALEPI-317,2026,202631061004,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Teresina-Pi,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",180000.0
ALEPI-317,2026,202631061005,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Teresina-pi,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",70000.0
ALEPI-317,2026,202631061245,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Francinopolis-Pi,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",60000.0
ALEPI-317,2026,202631061246,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Hugo Napoleão - Pi ,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",60000.0
ALEPI-317,2026,202631061250,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Porto - Pi,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",65000.0
ALEPI-332,2026,202631070001,Cancelada,Transferências especiais (Município),SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Municipio de Milton Brandão,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",100000.0
ALEPI-332,2026,202631070442,Aprovada,Transferências com finalidade definida,COORDENADORIA DA JUVENTUDE DO ESTADO DO PIAUÍ - COJUV,Teresina-PI,PROMOVER A REALIZAÇÃO DE ATIVIDADES DE INCLUSÃO DO JOVEM URBANO E RURAL NAS DIVERSAS POLÍTICAS PÚBLICAS E NAS GARANTIAS DE DIREITO DO ESTATUTO DA JUVENTUDE.,500000.0
