ano,mes,tipo_despesa,valor_liquido,fornecedor,parlamentar_id
2024,4,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2024,3,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2024,2,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2023,12,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2023,12,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2023,11,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2023,10,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2023,9,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2023,8,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2023,7,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2023,6,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2023,5,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2023,4,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2023,3,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2023,2,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2022,12,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2022,12,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2022,11,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2022,10,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2022,9,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2022,8,Cota para exercício parlamentar (Câmara Municipal de Teresina),24700.0,,cmt-180002536459
2022,7,Cota para exercício parlamentar (Câmara Municipal de Teresina),24500.0,,cmt-180002536459
2022,6,Cota para exercício parlamentar (Câmara Municipal de Teresina),24500.0,,cmt-180002536459
2022,5,Cota para exercício parlamentar (Câmara Municipal de Teresina),24500.0,,cmt-180002536459
2022,4,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2022,3,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2022,2,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2021,12,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2021,12,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2021,11,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2021,10,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2021,9,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2021,8,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2021,7,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2021,6,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2021,5,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2021,4,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2021,3,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2020,12,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2020,11,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2020,10,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2020,9,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2020,8,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2020,7,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2020,6,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2020,5,Cota para exercício parlamentar (Câmara Municipal de Teresina),18500.0,,cmt-180002536459
2018,5,Cota para exercício parlamentar (Câmara Municipal de Teresina),18800.0,,cmt-180002536459
2018,4,Cota para exercício parlamentar (Câmara Municipal de Teresina),18800.0,,cmt-180002536459
2018,3,Cota para exercício parlamentar (Câmara Municipal de Teresina),18800.0,,cmt-180002536459
2018,2,Cota para exercício parlamentar (Câmara Municipal de Teresina),18800.0,,cmt-180002536459
