parlamentar_id,parlamentar_nome,ano,numero_emenda,tipo,funcao,valor_empenhado,valor_pago,municipio_beneficiario
742,Marcelo Castro,2024,0005,Emenda Individual - Transferências com Finalidade Definida,Saúde,"34.617.425,00","34.617.425,00",MÚLTIPLO
742,Marcelo Castro,2025,0004,Emenda Individual - Transferências com Finalidade Definida,Segurança pública,"199.995,36","0,00",Nacional
742,Marcelo Castro,2025,0001,Emenda Individual - Transferências com Finalidade Definida,Cultura,"200.000,00","200.000,00",PIAUÍ (UF)
742,Marcelo Castro,2025,0003,Emenda Individual - Transferências com Finalidade Definida,Cultura,"200.000,00","200.000,00",PIAUÍ (UF)
742,Marcelo Castro,2025,0006,Emenda Individual - Transferências com Finalidade Definida,Segurança pública,"400.000,00","0,00",PIAUÍ (UF)
742,Marcelo Castro,2025,0008,Emenda Individual - Transferências com Finalidade Definida,Agricultura,"500.000,00","0,00",Nacional
742,Marcelo Castro,2025,0009,Emenda Individual - Transferências com Finalidade Definida,Defesa nacional,"799.914,83","0,00",Nacional
742,Marcelo Castro,2025,0002,Emenda Individual - Transferências com Finalidade Definida,Direitos da cidadania,"996.572,10","0,00",PIAUÍ (UF)
742,Marcelo Castro,2025,0005,Emenda Individual - Transferências Especiais,Encargos especiais,"31.368.987,11","31.055.310,00",MÚLTIPLO
742,Marcelo Castro,2025,0007,Emenda Individual - Transferências com Finalidade Definida,Saúde,"50.830.292,00","38.230.292,00",MÚLTIPLO
