parlamentar_id,ano,numero_ano,nome_proponente,nome_concedente,valor_total,objeto,situacao,tipo_termo
PI-EXEC-GOVERNADOR,2023,159/2023,"ASSOCIAÇÃO AMOR E FÉ ""ASAFE""","SECRETARIA DE ESTADO DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS - SASC",96882.0,"Capacitar 50 (cinquenta) egressos da escola de música da Associação Amor e Fé (ASAFE) para atuação profissionalizada no ramo da música com foco nos instrumentos de percussão, corda e teclado, enquanto estratégia de ampliação das oportunidades de geração de renda e da continuidade da oferta de ensino musical na cidade de Oeiras (PI).",,Colaboração
PI-EXEC-GOVERNADOR,2023,158/2023,FEDERAÇÃO DE ESPORTE CULTURA E ASSISTÊNCIA SOCIAL DO PIAUÍ - FECASP,SECRETARIA DE ESTADO  DOS ESPORTES - SECEPI,238000.0,"PROMOVER EVENTO ESPORTIVO QUE ENGLOBE AS MODALIDADES DE CAIAQUE, CORRIDA EM TRILHA E NATAÇÃO .",Termo em elaboração,Fomento
PI-EXEC-GOVERNADOR,2023,157/2023,AÇÃO SOCIAL ARQUIDIOCESANA - ASA,"SECRETARIA DE ESTADO DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS - SASC",100000.0,"Ajuda de custo para despesas permanentes como água, gás, telefone e alimentação, aquisição de eletrodomésticos e equipamentos para uso de pacientes/equipe e pagamento de serviços de terceiros durante um período de 09 meses.",,Fomento
PI-EXEC-GOVERNADOR,2023,156/2023,ASSOCIAÇÃO DE PEQUENOS PRODUTORES APP DA COMUNIDADE LAGOA DO JUÁ,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR - SAF,150000.0,"Apoio financeiro para aquisição de uma mini usina móvel para processamento mínimo de algodão (descaroçar e pensar) para fortalecer a agricultura familiar na comunidade Lagoa do Juá, município de São Francisco de Assis - PI.",,Fomento
PI-EXEC-GOVERNADOR,2023,118/2023,INSTITUTO COMRADIO DO BRASIL - UBIQUA,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,200000.0,"Realizar o PUNARÉ FESTIVAL ENTRE RIOS DE ARTE E CULTURA DA ZONA NORTE DE TERESINA, com 06 (seis) edições do projeto em escolas, praças e espaços comunitários de bairros da zona norte de Teresina, mobilizando famílias, escolas e toda a comunidade em geral.",,Fomento
PI-EXEC-GOVERNADOR,2023,117/2023,INSTITUTO AVANTE DE JUVENTUDE - INSTITUTO AVANTE ,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,250000.0,"1.1. O presente Termo de Fomento tem por objeto a realização do PROJETO NEW HIP HOP CULTURA EM MOVIMENTO no município de Teresina – PI, de acordo com o Plano de Trabalho devidamente aprovado e condições fixadas neste instrumento e seus anexos.",,Fomento
PI-EXEC-GOVERNADOR,2023,191/2023,AÇÃO SOCIAL ARQUIDIOCESANA - ASA,"SECRETARIA DE ESTADO DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS - SASC",199989.3,aquisição de alimentação para todos os serviços executados pela ASA,,Fomento
PI-EXEC-GOVERNADOR,2023,190/2023,ASSOCIAÇÃO JUVENTUDE SOLIDÁRIA,"SECRETARIA DE ESTADO DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS - SASC",200000.0,aquisição de alimentação para todos os serviços executados pela ASA,Termo em elaboração,Fomento
PI-EXEC-GOVERNADOR,2023,189/2023,CENTRO DE FORMAÇÃO MANDACARU DE PEDRO II ,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR - SAF,767168.58,Implementação de tecnologia social de acesso à água para consumo humano por meio da construção de 136 cisternas calçadão de 16 mil litros para os municípios dos Territórios dos Carnaubais e Planície Litorânea (Lote 2).,Termo em elaboração,Colaboração
PI-EXEC-GOVERNADOR,2023,188/2023,CENTRO DE EDUCAÇÃO AMBIENTAL E ASSESSORIA - CEAA,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR - SAF,767168.58,Implementação de tecnologia social de acesso à água para consumo humano por meio da construção de 136 cisternas calçadão de 16 mil litros para os municípios do Território dos Cocais (Lote 4).,,Colaboração
PI-EXEC-GOVERNADOR,2023,103/2023,PREFEITURA MUNICIPAL DE NAZARÉ DO PIAUÍ,SECRETARIA DE ESTADO DA DEFESA CIVIL - SEDEC,120000.0,CONVÊNIO ENTRE A SECRETARIA ESTADUAL DE DEFESA CIVIL E A PREFEITURA DE NAZARÉ DO PIAUÍ PARA RECUPERAÇÃO DE ESTRADA VICINAL NAS LOCALIDADES RURAIS DO MUNICÍPIO DE NAZARÉ DO PIAUÍ,Termo em elaboração,
PI-EXEC-GOVERNADOR,2023,187/2023,OBRA KOLPING ESTADUAL DO PIAUÍ - OKE  - PI,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR - SAF,746848.78,"Implementação de tecnologia social de acesso à água para consumo humano por meio da construção de 136 cisternas de 16 mil litros nos municípios de Campinas do Piauí, Campo Alegre do Fidalgo e Conceição do Canindé, no território do Vale do Canindé e Serra da Capivara.",,Colaboração
PI-EXEC-GOVERNADOR,2023,186/2023,INSTITUTO PRESENTE (IP),SECRETARIA DE ESTADO DA EDUCAÇÃO -SEDUC,50000.0,"Solicitando celebração de Termo de Fomento com esta Secretaria, objetivando ""informar e sensibilizar as administrações municipais para a importância e as condições de implementação de escolas em tempo integral"".",,Fomento
PI-EXEC-GOVERNADOR,2023,185/2023,ASSOCIAÇÃO JUVENTUDE SOLIDÁRIA,"SECRETARIA DE ESTADO DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS - SASC",49872.0,"Oferecer formação profissional gratuita em panificação, biscoito e confeitaria para jovens de 15 a 29 anos de idade em situação de vulnerabilidade, que residem em bairros marginalizados, não estão matriculados em instituições de Ensino Superior e estão desempregados na cidade de Campo Maior",Termo em elaboração,Fomento
PI-EXEC-GOVERNADOR,2023,184/2023,ASSOCIAÇÃO MADRE CABRINI DAS IRMÃS MISSIONÁRIAS DO SAGRADO CORAÇÃO DE JESUS - CENTRO DA JUVENTUDE SANTA CABRINI,"SECRETARIA DE ESTADO DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS - SASC",100000.0,"Implementação do Projeto Cabrini nas Ruas com contratação de pessoal e aquisição de materiais pedagógicos e esportivos para realização de atividades lúdicas, recreativas, esportivas e culturais com 800 crianças e suas famílias nos espaços públicos da região da Vila Irmã Dulce e adjacências, fortalecendo as relações familiares e comunitárias, devolvendo a rua como espaço de lazer",,Fomento
PI-EXEC-GOVERNADOR,2023,183/2023,COOPERATIVA DE TRABALHO DE PRESTAÇÃO DE SERVIÇOS PARA O DESENVOLVIMENTO RURAL SUSTENTÁVEL DA AGRICULTURA FAMILIAR - COOTAPI,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR - SAF,116823.0,Apoio financeiro para estruturação de um auditório e espaço de comercialização da Casa da Agricultura Familiar e Economia Solidária (Casa dos Movimentos Sociais do Campo).,Termo em elaboração,Fomento
PI-EXEC-GOVERNADOR,2023,182/2023,ACADEMIA PIAUIENSE DE LETRAS,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,95000.0,APL EM AÇÃO 2023.​,Termo em elaboração,Fomento
PI-EXEC-GOVERNADOR,2023,181/2023,ASSOCIAÇÃO INSTITUTO NOVA SEMENTE - INSTITUTO NOVA SEMENTE,COORDENADORIA  ESTADUAL DE ENFRENTAMENTO ÀS DROGAS E FOMENTO AO LAZER - CENDFOL ,50000.0,"Aquisição de equipamentos, mobiliários e utensílios para viabilizar melhor organização e qualificar as ações na Associação Instituto Nova Semente.",Termo em elaboração,Fomento
PI-EXEC-GOVERNADOR,2023,180/2023,INSTITUTO PRESENTE (IP),SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,84000.0,Projeto Apoio e Promoção das Obras de Autores Piauienses junto as Escolas Públicas (Leitura PRESENTE: Valorização da Leitura através dos Autores Piauienses),Termo em elaboração,Fomento
PI-EXEC-GOVERNADOR,2023,112/2023,PREFEITURA MUNICIPAL DE DOMINGOS MOURÃO,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR - SAF,253323.06,"Apoio financeiro para recuperação de 19,93 km de estradas vicinais na zona rural do município de Domingos Mourão - PI.",Termo em elaboração,
PI-EXEC-GOVERNADOR,2023,179/2023,AMIGOS E PROTETORES DOS ANIMAIS DE PICOS - APAPI ,SECRETARIA DE ESTADO DO  MEIO AMBIENTE E RECURSOS HÍDRICOS - SEMARH,20000.0,"Aquisição de ração para os animais resgatados, abrigados e alimentados pela APAPI. Compra de ração dos animais (cães e gatos) mantidos pela associação, assim com os animais alimentados nas ruas, por estarem nessa condição. (média de 800 animais). Fornecimento de alimento para os animais; Resgate, guarda e tratamento de animais; Controle de natalidade dos animais no município; Alimentar os animais de rua e os abrigados por esta entidade.",,Fomento
PI-EXEC-GOVERNADOR,2023,104/2023,ARTICULAÇÃO PIAUIENSE DE TRAVESTIS E TRANSEXUAIS - APTTRA,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,30000.0,ENCONTRO NORDESTE CULTURAL LGBT,,Fomento
PI-EXEC-GOVERNADOR,2023,103/2023,ASSOCIAÇÃO CULTURAL JUNINA TERESINA SHOW,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,150000.0,"REALIZAÇÃO E PRODUÇÃO DO GRUPO JUNINO LUAR DO SÃO JOÃO COM EMENDA DO DEPUTADOR FABIO NOVO, NO VALOR DE R$150.000,00.",,Fomento
PI-EXEC-GOVERNADOR,2023,178/2023,INSTITUTO TROCANDO IDEIA DE TECNOLOGIA SOCIAL INTEGRADA - INST.TR.I,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,1500000.0,"Celebração de Termo de Cooperação com 01 (uma) Organização da Sociedade Civil com atuação técnico e cultural comprovada, para operacionalização das ações de execução da lei 195/22 (Lei Paulo Gustavo).",,Colaboração
PI-EXEC-GOVERNADOR,2023,177/2023,AMIGOS E PROTETORES DOS ANIMAIS DE PICOS - APAPI ,SECRETARIA DE ESTADO DO  MEIO AMBIENTE E RECURSOS HÍDRICOS - SEMARH,27120.0,"Aquisição de ração para os animais resgatados, abrigados e alimentados pela APAPI. Compra de ração dos animais (cães e gatos) mantidos pela associação, assim com os animais alimentados nas ruas, por estarem nessa condição. (média de 800 animais). Fornecimento de alimento para os animais; Resgate, guarda e tratamento de animais; Controle de natalidade dos animais no município;",,Fomento
PI-EXEC-GOVERNADOR,2023,102/2023,ASSOCIAÇÃO CULTURAL JUNINA TERESINA SHOW,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,150000.0,PROJETO CULTURAL QUE TEM COMO OBJETIVO A CIRCULAÇÃO DE ESPETÁCULOS DE ARTES CÊNICAS RELACIONADOS A CULTURA,Termo em elaboração,Fomento
PI-EXEC-GOVERNADOR,2023,176/2023,ASSOCIAÇÃO TERESINENSE DE TÊNIS DE MESA,SECRETARIA DE ESTADO DA EDUCAÇÃO -SEDUC,1303800.0,"A consecução de finalidades de interesse público e recíproco, propostas pela Associação Teresinense de Tênis de Mesa, visando fomentar ações sócio educativas e esportivas por meio da inclusão e disseminação da prática esportiva do Tênis de Mesa, com aulas teóricas e práticas em escolas estaduais de tempo integral localizadas em Teresina/PI, beneficiando crianças e adolescentes regularmente matriculados na rede de ensino estadual.",,Fomento
PI-EXEC-GOVERNADOR,2023,175/2023,ASSOCIAÇÃO JUVENTUDE SOLIDÁRIA,"SECRETARIA DE ESTADO DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS - SASC",99987.0,"O projeto ""Casa do Pão Casa da Palavra"" propõe, oferecer formação profissional gratuita em panificação, biscoito e confeitaria para jovens de 15 a 29 anos de idade em situação de vulnerabilidade, que residem em bairros marginalizados, não estão matriculados em instituições de Ensino Superior e estão desempregados na cidade de Campo Maior. Por meio de cursos de panificação, biscoitos e confeitaria, com carga horária de 40h semanais, totalizando 200h mensais, durante dois meses cada curso. O projeto terá duração total de 12 meses (Janeiro a dezembro de 2024). Através de aulas práticas e teóricas, busca capacitar os jovens para o mercado de trabalho e possibilitar oportunidades de empreendimento na área, contribuindo para o desenvolvimento pessoal, a cidadania e a inclusão social desses jovens.",Termo em elaboração,Fomento
PI-EXEC-GOVERNADOR,2023,174/2023,ASSOCIAÇÃO JUVENTUDE SOLIDÁRIA,"SECRETARIA DE ESTADO DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS - SASC",99987.0,"O projeto ""Casa do Pão Casa da Palavra"" propõe, oferecer formação profissional gratuita em panificação, biscoito e confeitaria para jovens de 15 a 29 anos de idade em situação de vulnerabilidade, que residem em bairros marginalizados, não estão matriculados em instituições de Ensino Superior e estão desempregados na cidade de Campo Maior. Por meio de cursos de panificação, biscoitos e confeitaria, com carga horária de 40h semanais, totalizando 200h mensais, durante dois meses cada curso. O projeto terá duração total de 12 meses (Janeiro a dezembro de 2024). Através de aulas práticas e teóricas, busca capacitar os jovens para o mercado de trabalho e possibilitar oportunidades de empreendimento na área, contribuindo para o desenvolvimento pessoal, a cidadania e a inclusão social desses jovens.",Termo em elaboração,Fomento
PI-EXEC-GOVERNADOR,2023,173/2023,ASSOCIAÇÃO DOS CRIADORES E PRODUTORES RURAIS DE BELÉM DO PIAUÍ – ACPRBPI,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR - SAF,74860.07,"Apoio financeiro para estruturação de uma unidade de beneficiamento de mandioca na comunidade Carqueijo, zona rural de Belém do Piauí - PI.",Termo em elaboração,Fomento
PI-EXEC-GOVERNADOR,2023,172/2023,INSTITUTO DE DESENVOLVIMENTO ECONÔMICO E INCENTIVO A EDUCAÇÃO E CULTURA - INSTITUTO AVANCE,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR - SAF,300000.0,"Apoio Financeiro para Gestão Social, Inclusão Produtiva e Dinamização Econômica de Empreendimentos Coletivos da Agricultura Familiar e Economia Solidária.",,Fomento
PI-EXEC-GOVERNADOR,2023,171/2023,CENTRO DE FORMAÇÃO EDUCACIONAL PARA CONVIVÊNCIA COM O SEMIÁRIDO - CEFESA,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR - SAF,148429.02,"EDITAL DE CHAMAMENTO PÚBLICO N° 001/2023: ​​A Secretaria de Estado da Agricultura Familiar - SAF, no uso de suas atribuições legais e considerando o disposto na Lei Federal n° 13.019/2014 e Decreto Estadual 17.083/2014, por meio da comissão permanente de chamamento público conforme portaria n° 12/2023 GAB/SAF-PI de 31 de janeiro de 2023, publicada no DOE de 10 de fevereiro de 2023, ed 32, pg 27, torna público as organizações da sociedade civil - OSCs interessadas, que através deste edital, esta procedendo o chamamento público, visando a seleção de entidades sem fins lucrativos para firmar parceria por meio de termo de colaboração para a execução do programa de desenvolvimento da caprinocultura Leitera na Comunidade Alto Sereno.",,Colaboração
PI-EXEC-GOVERNADOR,2023,170/2023,INSTITUTO DE DESENVOLVIMENTO ECONÔMICO E INCENTIVO A EDUCAÇÃO E CULTURA - INSTITUTO AVANCE,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR - SAF,50000.0,Apoio financeiro para realização de projeto de geração de emprego e renda na Agricultura Familiar: da qualificação à assistência técnica e extensão rural.,,Fomento
PI-EXEC-GOVERNADOR,2023,169/2023,ASSOCIAÇÃO DAS PESSOAS COM DEFICIENCIA DE PAULISTANA E REGIÃO,SECRETARIA  DE ESTADO PARA INCLUSÃO DA PESSOA  COM DEFICIÊNCIA - SEID,150000.0,Construção e compra de materiais para uma Panificadora.,,Fomento
PI-EXEC-GOVERNADOR,2023,168/2023,"ASSOCIAÇÃO JORNADA DE EDUCAÇÃO, ESPORTE E FOMENTO SOCIAL - AJEF",SECRETARIA DE ESTADO DA EDUCAÇÃO -SEDUC,1442990.0,"A consecução de finalidades de interesse público e recíproco, propostas pela Associação de Judô Expedito Falcão, visando fomentar ações sócio educativas e esportivas por meio da inclusão e disseminação da prática esportiva das modalidades de luta Judô, Capoeira, Jiu Jitsu e Boxe, com aulas teóricas e práticas, nas escolas estaduais de tempo integral, sendo 32 (trinta e duas) em Teresina/PI e 01 (uma) em Picos/PI, bem como o Centro de Artes Marciais Sarah Menezes (Comunidade), beneficiando crianças e adolescents regularmente matriculados na rede de ensino estadual, beneficiando a comunidade geral de Teresina/PI, principalmente crianças e adolescentes.",,Fomento
PI-EXEC-GOVERNADOR,2023,167/2023,CARITAS ARQUIDIOCESANA DE TERESINA,"SECRETARIA DE ESTADO DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS - SASC",200000.0,"Realização de atividades formativa, integrativa e comunitária através de acompanhamento de 50 famílias em situação de vulnerabilidade e pessoas em situação de ruas, por meio de realizações de atividades acompanhamento multidisciplinar e capacitações, bem como a integração e a troca de experiências entre os participantes, a fim de favorecer o desenvolvimento comunitário e relação os rede socioassistencial.",,Fomento
PI-EXEC-GOVERNADOR,2023,166/2023,INSTITUTO DA MULHER NEGRA DO PIAUÍ  - AYABAS,SECRETARIA DE ESTADO DAS MULHERES - SEMPI,300000.0,"Realização do projeto ""Resistência Negra: FIOS DA ANCESTRALIDADE"", através do programa ""Elas Empreendem"", como meio de capacitação profissional de mulheres e valorização da diversidade cultural piauiense. Os cursos de capacitação serão realizados dentro de comunidades quilombolas em 06 municípios do estado do Piauí e em 04 (quatro) bairros escolhidos, dentro da capital do Piauí.O projeto pretende fazer uma integração entre a cidade e o quilombo de forma a trazer o conhecimento da realidade e historicidade que rodeiam o quilombo, dessa forma contemplando no roteiro histórico do município e gerando emprego e renda para a comunidade.",,Fomento
PI-EXEC-GOVERNADOR,2023,111/2023,FUNDAÇÃO WALL FERRAZ,SECRETARIA DE ESTADO DA EDUCAÇÃO -SEDUC,3312282.4,"ESTABELECIMENTO DE RELAÇÕES CONJUNTAS E APOIO MÚTUO E A SEDUC, DENTRO DE SUAS ESFERAS DE COMPETÊNCIA E ESPECIALIZAÇÃO, PARA IMPLEMENTAR E DESENVOLVER O PROJETO COM O OBJETIVO DE PROMOVER A INTEGRAÇÃO AO MUNDO DO TRABALHO DA PESSOA ALFABETIZADA NOS PROGRAMAS DE ALFABETIZAÇÃO DE JOVENS E ADULTOS DO ENSINO MÉDIO DA SEDUC, ATRAVÉS DOS CURSOS DE CAPACITAÇÃO E QUALIFICAÇÃO PROFISSIONAL DA FWF, VISANDO A INTEGRAÇÃO DESTES NO MERCADO DE TRABALHO POSSIBILITANDO A GERAÇÃO DE EMPREGO E RENDA.",Termo em elaboração,
PI-EXEC-GOVERNADOR,2023,110/2023,PREFEITURA MUNICIPAL DE VILA NOVA DO PIAUÍ,SECRETARIA DE ESTADO DA DEFESA CIVIL - SEDEC,100000.0,"CONVÉNIO FIRMADO ENTRA A SECRETARIA ESTADUAL DE DEFESA CIVIL-SEDEC E A PREFEITURA MUNICIPAL DE VILA NOVA DO PIAUÍ, PARA RECUPERAÇÃO DE ESTRADAS VICINAIS NO MUNICÍPIO DE VILA NOVA DO PIAUÍ.",Termo em elaboração,
PI-EXEC-GOVERNADOR,2023,109/2023,PREFEITURA MUNICIPAL DE FLORESTA DO PIAUÍ,SECRETARIA DE ESTADO DA DEFESA CIVIL - SEDEC,270000.0,"CONVÉNIO FIRMADO ENTRA A SECRETARIA ESTADUAL DE DEFESA CIVIL-SEDEC E A PREFEITURA MUNICIPAL DE FLORESTA DO PIAUÍ, PARA RECUPERAÇÃO DE ESTRADAS VICINAIS NO MUNICÍPIO DE FLORESTA DO PIAUÍ.",Termo em elaboração,
PI-EXEC-GOVERNADOR,2023,108/2023,PREFEITURA MUNICIPAL DE CARIDADE DO PIAUÍ,SECRETARIA DE ESTADO DA DEFESA CIVIL - SEDEC,150007.05,"CONVÉNIO FIRMADO ENTRA A SECRETARIA ESTADUAL DE DEFESA CIVIL-SEDEC E A PREFEITURA MUNICIPAL DE CARIDADE DO PIAUÍ, PARA RECUPERAÇÃO DE ESTRADAS VICINAIS NO MUNICÍPIO DE CARIDADE DO PIAUÍ.",Termo em elaboração,
PI-EXEC-GOVERNADOR,2023,107/2023,PREFEITURA MUNICIPAL DE AROEIRAS DO ITAIM,SECRETARIA DE ESTADO DA DEFESA CIVIL - SEDEC,250000.0,"CONVÊNIO FIRMADO ENTRE A SECRETARIA ESTADUAL DE DEFESA CIVIL E A PREFEITURA DE AROEIRAS DO ITAIM, PARA RECUPERAÇÃO DE ESTRADAS VICINAIS DO MUNICÍPIO DE AROEIRAS DO ITAIM.",Termo em elaboração,
PI-EXEC-GOVERNADOR,2023,106/2023,PREFEITURA MUNICIPAL DE AROAZES,SECRETARIA DE ESTADO DA DEFESA CIVIL - SEDEC,250000.0,"CONVÉNIO FIRMADO ENTRE A SECRETARIA ESTADUAL DE DEFESA CIVIL E A PREFEITURA DE AROAZES, PARA A RECUPERAÇÃO DE ESTRADAS VICINAIS NAS LOCALIDADES RURAIS DO MUNICÍPIO DE AROAZES.",Termo em elaboração,
PI-EXEC-GOVERNADOR,2023,105/2023,PREFEITURA MUNICIPAL DE ITAINÓPOLIS,SECRETARIA DE ESTADO DA DEFESA CIVIL - SEDEC,250000.0,RECUPERAÇÃO DE ESTRADAS VICINAIS NO MUNICÍPIO DE ITAINÓPOLIS.,Termo em elaboração,
PI-EXEC-GOVERNADOR,2023,165/2023,FUNDAÇÃO EDUCACIONAL MANDACARU – FEMAN,SECRETARIA DE ESTADO DA EDUCAÇÃO -SEDUC,291833.0,"Enfrentamento da vulnerabilidade social de crianças e jovens no município de Teresina contribuindo para a inserção e o acompanhamento no sistema educacional, assistência psicossocial, objetivando o fortalecimento dos laços familiares e educacionais. Realização de um Projeto de Interveção Social, para melhorias da aprendizagem e da autoestima das crianças e jovens de baixa renda, com o intuito de inseri-los no contexto socioeconômico, combater a violência doméstica/familiar e a desigualdade social, para que seja possível o exercício pleno da cidadania, com bem preceitua a constituição de 1988, determinada de ""Cidadã.""",,Fomento
PI-EXEC-GOVERNADOR,2023,164/2023,INSTITUTO DE GESTÃO E DESENVOLVIMENTO SOCIAL - IGDS,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,100000.0,"O presente projeto tem como objetivo principal a inclusão sociocultural e produtiva, a formação de gestores culturais e empreendedores fortalecendo a cultura piauiense através de ações artísticas, culturais e educativas.",,Fomento
PI-EXEC-GOVERNADOR,2023,163/2023,COOPERATIVA DE TRABALHO DE PRESTAÇÃO DE SERVIÇOS PARA O DESENVOLVIMENTO RURAL SUSTENTÁVEL DA AGRICULTURA FAMILIAR - COOTAPI,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR - SAF,180000.0,"Apoio financeiro para a realização de feiras e eventos nos territórios dos Cocais, Carnaubais e Chapa do Vale do Itaim, para o fortalecimento da Agricultura Familiar no estado do Piauí.",,Colaboração
PI-EXEC-GOVERNADOR,2023,104/2023,PREFEITURA MUNICIPAL DE ESPERANTINA,SECRETARIA DE INTEGRAÇÃO E DESENVOLVIMENTO REGIONAL - SIDERPI,2525000.0,"EXECUÇÃO DE 31.249,99M² EM PAVIMENTAÇÃO ASFÁLTICA NA ZONA URBANA DO MUNICÍPIO DE ESPERANTINA-PI",Termo em elaboração,
PI-EXEC-GOVERNADOR,2023,162/2023,FUNDAÇÃO TAQUARI ,SECRETARIA DE ESTADO DA EDUCAÇÃO -SEDUC,2300000.0,"Trabalhar o Projeto O ESPORTE, com a Secretaria da Educação para realização do Projeto Acelerar e Esporte é Vida, cujo objeto Cooperação Financeira em forma de subvenção social, para o custeio para trabalhar o Projeto Esporte, através de atividades físicas, buscando potencializar as ações dos jovens, através de aulas de Zumba 500 alunos, escolinhas de futebol 1.000 alunos, Handebol 500 alunos, vôlei 500 alunos e Futsal 1.000 alunos da Fundação Taquari. O projeto "" ESPORTE É VIDA"" é um programa sócio esportivo, que apresenta uma proposta educativa baseada no conceito de esporte para o desenvolvimento, potencializando as ações de ensino e aprendizagem, complementando as ações e o desenvolvimento de políticas de enfrentamento da vulnerabilidade social, fortalecendo os vínculos sociais e familiares, driblando desigualdades. As atividades acontecem durante a semana e nos fins de semana, distribuindo as turmas nos três turnos, manhã, tarde e noite, na quadra poliesportiva da Fundação Taquari e no Campo de futebol do residencial Taquari e nas demais localidades de Teresina. O Projeto pretende atender 3.500 alunos",,Fomento
PI-EXEC-GOVERNADOR,2023,161/2023,AÇÃO SOCIAL ARQUIDIOCESANA - ASA,"SECRETARIA DE ESTADO DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS - SASC",95726.0,"Aquisição de veículo utilitário, tipo pick-up, para viabilizar e suprir a necessidade de transporte das demandas dos serviços executados pela ASA.",,Fomento
PI-EXEC-GOVERNADOR,2023,160/2023,AÇÃO SOCIAL ARQUIDIOCESANA - ASA,"SECRETARIA DE ESTADO DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS - SASC",54273.0,"Fomento para compra de alimentação para atender às necessidades de 04 Serviços da ASA, que são: Casa de Zabelê, SCFV lntegrar, SCFV Nov@s Menin@s e ILP Lar de Santana.",,Fomento
PI-EXEC-GOVERNADOR,2023,155/2023,FUNDAÇÃO DR. ROOSEVELT BASTOS,"SECRETARIA DE ESTADO DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS - SASC",399664.7,"O projeto propõe a realização de 05 (cinco) seminários regionais, com o intuito de Construir os Planos de Proteção, Promoção e Defesa dos Direitos da Criança e do Adolescente a Convivência Familiar e Comunitária e o Plano da Primeira Infância, definindo as diretrizes, ações, metas,com indicadores de monitoramento das políticas públicas direcionadas ao cumprimento dos direitos das crianças e adolescentes. O supracitado seminários serão realizados por meio de aquisição de materiais de consumo e equipamentos, contratação de serviço de terceiro – pessoa jurídica, contratação de serviços de terceiro-pessoa física e pagamento de diárias necessários para sua execução do projeto, no período de 6 (seis) meses.",,Colaboração
PI-EXEC-GOVERNADOR,2023,154/2023,ASSOCIAÇÃO SOLIDÁRIA DE DESENVOLVIMENTO HUMANO -  ASDH ,"SECRETARIA DE ESTADO DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS - SASC",199993.0,"Realização de mobilização das lideranças locais e organizações sociais para a criação e implementação dos Fóruns DCA s municipais em 24 munícipios do Piauí, bem como os seminários nos municípios para orientar as organizações sociais na criação dos fóruns DCA s municipais.",,Colaboração
PI-EXEC-GOVERNADOR,2023,153/2023, ASSOCIAÇÃO DOS MORADORES DA COMUNIDADE VALPARAISO MUNICIPIO DE PICOS - PI,"SECRETARIA DE ESTADO DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS - SASC",97643.6,"O projeto propõe a implantação de 20 aviários para criação de galinha caipira, na Comunidade Valparaíso, em Picos - PI, para atender 20 (vinte) produtores e seus familiares, por meio de aquisição de material de consumo e contratação de serviços pessoa física, no período de 6 (seis) meses, com enfoque na apropriação, avaliação e adaptação de novas tecnologias de exploração e de desenvolvimento integrado das atividades de produção e comercialização de galinha caipira, que possibilite a geração de renda e a melhoria das condições de vida digna e o padrão alimentar das famílias.",,Colaboração
PI-EXEC-GOVERNADOR,2023,152/2023,ASSOCIAÇÃO DOS PEQUENOS PRODUTORES RURAIS DE EMPAREDADA BETÂNIA ,"SECRETARIA DE ESTADO DA ASSISTÊNCIA SOCIAL, TRABALHO E DIREITOS HUMANOS - SASC",99893.36,"Devido o ponto de colheita dos frutos chegarem de uma so vez , a falta de equipamentos acaba prejudicando o produtor, com a perda de frutas. Com o Projeto as aquisições dos equipamentos tem o beneficiamento e armazenamento das polpas minimizando as percas de frutas e maximizando a renda das familias.",Termo em elaboração,Colaboração
